0003F1DE,"SHOWROOM"
C594EEB2,"Rising"
C594EEB3,"At Roads End"
C594EEB4,"Breaking Free"
C594EEB5,"Dead Tree"
C594EEB6,"Trail Runner"
C594EEB7,"Valley Run"
C59BEE10,"[EASY]"
C59D92FD,"[HARD]"
C5B0DD4F,"Tonight I call on all racers to band together to protect our way of life from our true enemies..."
C5B83B03,"{0:s} any {1:s} {2:s}"
C5B9EB78,"To start a Cop Event pull up to the start location and press the button."
C5BCB337,"Venom GT"
C5BFF9CE,"with 4 players"
C5C4ECF4,"QA Testers"
C5CECA24,"PURSUIT TECH ACCURACY"
C5D375D0,"GALLARDO LP 560-4"
C5D64B4D,"Be advised, suspect's tires have re-inflated."
C5D64B4E,"Be advised, suspect vehicle's tires have re-inflated."
C5D64B4F,"Be advised, suspect vehicle's tires just re-inflated."
C5D8D868,"{0:s} Repaired {1:s}% of your car"
C5DADAA4,"Racer Tech Hits: {0:s}/{1:s}"
C5E09264,"Control, I've identified a 10-41 on Fork Tongue Trail."
C5E09265,"Control, I have a visual on a vehicle moving at speed on Fork Tongue Trail. Target identified as a Racer."
C5F00664,"Earn {0:s} from collisions or tech while pursued by Cops"
C5FF2BE8,"Angola"
C60F1608,"MEDIA STOP"
C60F7F42,"Bank 500,000 in one go"
C62231CA,"SHOCKWAVE DEPLOYED"
C63C62AF,"Lamborghini Gallardo LP 560-4 ENF"
C63F7F58,"Code 3 heading is Base Point Drive"
C63F7F59,"Tailing the Racer along Base Point Drive, over."
C64A7285,"Nissan Motor Co., Ltd. trademarks, designs, copyrights and/or other intellectual property rights are used under license."
C652697B,"New McLaren 12C Spider livery: Acid Spider"
C662AF69,"Estonia"
C67F8862,"Congratulations you completed your Assignment. Time to head back to the Command Post."
C67F8863,"You can use the map or EasyDrive in the top left of the screen to set a route directly to the nearest Command Post, Repair Shop, any Event, or other players."
C697F11C,"Cayman Islands"
C6A2C97A,"Canyon State"
C6A2C97B,"Fairhaven"
C6A2C97C,"Sunshine Country"
C6A2C97D,"Coastal Playground"
C6A2C97E,"Bayview"
C6A2C97F,"Olympic City"
C6A2C980,"Rockport 2006"
C6A2C981,"Tri-City Bay"
C6A2C982,"Palmont City"
C6B5F313,"Pursuit"
C6BDED80,"Change View"
C6CDCED6,"Be advised, suspect is deploying spikes."
C6CDCED7,"All units in Code 3 suspect, proceed with caution, spikes in the road."
C6CDCED8,"We have reports of Code 3 suspect deploying spikes, proceed with caution, over."
C6CDCED9,"We have reports of Spike Strips in the road, proceed with caution."
C6CDCEDA,"All units caution, reports of suspect leaving hazards in the road."
C6D443E2,"Bust a Racer at Heat 8 or greater"
C6E80575,"Custom"
C704BF89,"Localisation Software Engineering Project Leads"
C7090F25,"Liechtenstein"
C70DA154,"{0:s} of {1:s} time trials beaten in the Forest"
C727730E,"I'm setting up a race on Coyote Pass. Form up if you're in."
C727730F,"I'm setting up an open challenge on Coyote Pass."
C7277310,"Open challenge on Coyote Pass for anyone who wants a race."
C7277311,"Heads up. Race about to start on Coyote Pass."
C7277312,"About to get a race underway on Coyote Pass."
C76522AD,"Jaguar C-X75 Prototype UC"
C765738E,"Jaguar"
C78A77FF,"I'm setting up a race on Grapevine Drive. Form up if you're in."
C78A7800,"I'm setting up an open challenge on Grapevine Drive."
C78A7801,"Open challenge on Grapevine Drive for anyone who wants a race."
C78A7802,"Heads up. Race about to start on Grapevine Drive."
C78A7803,"About to get a race underway on Grapevine Drive."
C79579C9,"Cop EMP hits: {0:s}/{1:s}"
C797E953,""
C7A6C66A,"Burkina Faso"
C7AAB145,"Event"
C7AC6A84,"F50"
C7B41E31,"Belize"
C7EC8E6D,"Get {0:s} hits with Pursuit Tech while driving in reverse"
C7EF82B8,"Bhutan"
C7F2DF47,"Second place. Good driving."
C7F2DF48,"You got second. Good work out there."
C7F2DF49,"You just missed the win."
C7F2DF4A,"You were this close to the win."
C7F2DF4B,"Second place is the second winner."
C7F2DF4C,"You just walked away with second."
C7F2DF4D,"You placed second. That's a good day's work."
C7FB80A1,"Drift Corners"
C8047352,"Trinidad and Tobago"
C81350AD,"Dispatch, 10-44 attempting high speed getaway just thrashed their vehicle. I'm bringing them in."
C81350AE,"Control, Code 3 suspect has been apprehended. Requesting tow for their vehicle."
C81350AF,"Dispatch, high speed target has been incapacitated. He's going nowhere."
C81B5153,"Get a Spike Strip hit"
C83A3B4C,"Footage Copyright Shutterstock and/or its licensors."
C84CDC3C,"He's taking us back on the road."
C84CDC3D,"Pursuit is re-joining the road."
C88330FA,"Dispatch, am moving to pursue a 10-42, over."
C88330FB,"Dispatch, need clearance to go Code 3. 10-42, unit down."
C88330FC,"All units, we have a patrol car down, am going Code 3, over."
C88330FD,"Dispatch, 10-42 just 11-51'd fellow officer. I need assistance to bring this guy in, over."
C88330FE,"Dispatch, am in pursuit following 11-51. Showing lights, no response. Code 3, Code 3."
C88330FF,"Dispatch, am in pursuit of a 10-42, I need assistance, over."
C8833100,"Dispatch, am pursuing a 10-42. Showing lights, that's Code 3, Code 3."
C88A6231," Races"
C8999ABA,"Brazil"
C89B9E8E,"Liberia"
C8B7BBDC,"Escaping the Cops"
C8B82123,"Autolog Recommends"
C8C479FA,"Officer reporting pursuit of Street Racers on Sun Valley Run. All units respond."
C8C479FB,"All units near Sun Valley Run. Officer in pursuit of multiple targets requires assistance."
C8C479FC,"Pursuit of Street Racers in progress on Sun Valley Run. Pursuing officer is Code 3 and requests immediate backup."
C8C78BC9,""
C8DCE6FF,"Dispatch, I have a Street race in progress on Sunset Tunnel.  Requesting backup units to shut it down."
C8DCE700,"Street race activity spotted on Sunset Tunnel. Requesting support from units available in the vicinity."
C912B3F2,"F50"
C91CD716,"Need for Speed™ Network"
C9242B72,"New Ferrari Enzo Ferrari livery: Alpinestars"
C9265B24,"The cops are on an intercept course."
C9265B25,"We've got cruisers closing on our race."
C9265B26,"The cops are trying to intercept us."
C9265B27,"Police inbound. Looks like they sniffed out the race."
C9265B28,"Heat's onto us. Prepare to be engaged."
C9265B29,"Cruisers! Heading our way."
C9265B2A,"Police are inbound. They're trying to take down the race."
C928A105,"Patrol: {0:s}/{1:s}"
C92BBE6D,"Enter the email address for your account"
C936F273,"Brightness"
C93FD1B3,"Perform a Perfect Nitrous while racing"
C947C9C0,"Ferrari 599 GTO"
C9481AA1,"Ferrari"
C94DDD0A,"Kraken"
C97BA0D1,"Ferrari F50"
C97FBD37,"10-4 on that arrest, Suspect now in custody."
C97FBD38,"Confirmation on that arrest.   Code 3 has been charged."
C97FBD39,"Suspect detained. Target's in the system"
C97FBD3A,"Code 3 suspect is apprehended."
C97FBD3B,"Be advised, we now have Code 3 suspect in custody. Pursuit complete, over."
C97FBD3C,"Be advised we have detained Code 3 suspect, they are now in custody, over."
C97FBD3D,"All units, suspect detained, pursuit is now suspended."
C97FBD3E,"All units, we have detained Code 3 suspect. Units to return to previous duties, over."
C9B4DF9C,"Control, I've identified a 10-41 on Sun Valley Run."
C9B4DF9D,"Control, I have a visual on a vehicle moving at speed on Sun Valley Run. Target identified as a Racer."
C9C1D8AE,"Canada"
C9D9F095,"Players in session:"
C9DC9E17,"Complete 2x Rank 15 Speedlists"
CA00C7F3,"Cops vs Racers"
CA0A574A,"Roadblock units deploying"
CA1C142F,"Complete 3x Rank 7 Speedlists"
CA22CB36,"th"
CA246E8F,"Checkpoint"
CA280E9F,"AUTOLOG FRIEND RECOMMENDATIONS"
CA372B6A,"EU Portfolio Manager"
CA42234D,"Screenshot Artist"
CA4EC3DC,"Aerial unit Spike Strip hit"
CA5D2049,"Pagani, Huayra and designs are trademarks and/or other intellectual property of Horacio Pagani SpA and are used under license to Electronic Arts."
CA5F8A8F,"No"
CA5F8AAC,"Ok"
CA791F72,"Patrolling Interstate 1"
CA791F73,"Control, show me on patrol on Interstate 1"
CA791F74,"Heading down Interstate 1. I'm going to take a look around."
CA79ABD3,"Commencing patrol of Interstate 2"
CA79ABD4,"I'm starting my patrol sweep along Interstate 2"
CA79ABD5,"Beginning my patrol run along Interstate 2"
CA7A3834,"Patrolling Interstate 3"
CA7A3835,"Control, show me on patrol on Interstate 3"
CA7A3836,"Heading down Interstate 3.  I'm going to take a look around."
CA7AC495,"Commencing patrol of Interstate 4."
CA7AC496,"I'm starting my patrol sweep along Interstate 4"
CA7AC497,"Beginning my patrol run along Interstate 4."
CA853043,"Software Engineers"
CA875719,"Voice Chat - Push to Talk"
CAA06F4A,"Vietnam"
CAA1D6A7,"Rotary"
CAA1D6A8,"Turbo"
CAA1D6A9,"Flame Helmet"
CAA1D6AA,"Piston"
CAA1D6AB,"Power V"
CAA1D6AC,"Flywheel"
CAA1D6AD,"Vintage Wheel"
CAA1D6AE,"Gear Up"
CAA1D6AF,"Extinguish"
CAA1D6C7,"Silhouette"
CAC0EDE3,"Dodge Caliber"
CAC13EC4,"Dodge"
CADF079B,"with 6 Friends"
CAE9F03A,"I'm 11-23, retiring unit."
CAE9F03B,"Dispatch, my vehicle's too damaged to continue."
CAE9F03C,"I'm 11-23, vehicle's too damaged."
CAE9F03D,"I'm 11-23, out of pursuit."
CAE9F03E,"Dispatch, I'm 11-23."
CAE9F03F,"11-23, suspect just wrecked my unit."
CAE9F040,"Be advised, I have to pull out."
CAE9F041,"Dispatch, I'm out of pursuit. 11-23."
CAE9F042,"Dispatch, my vehicle's too damaged to continue."
CAE9F05A,"All units, all units, am out of pursuit."
CAE9F05B,"My unit is down, I'm out of pursuit."
CAE9F05C,"The suspect just took me off the road."
CAE9F05D,"My unit is down, I'm out of pursuit."
CAE9F05E,"Dispatch, my unit's down, I need an all units to locate the suspect."
CAE9F05F,"Dispatch, a hit and run just took out my unit. I am unable to pursue."
CAF6A3CB,"Yeah, this Code 3 pursuit is with a Ferrari Enzo."
CAF6A3CC,"Suspect details, I'm following a Ferrari Enzo."
CB13545F,"Turbo Slam {0:s}/{1:s} Racers"
CB221E8B,"Slipstream a Racer: {0:s}/{1:s}"
CB2284B7,"F40"
CB27F7F4,"PLM Project Coordinator"
CB27F7FE,"PLM Project Manager"
CB2A7112,"Race"
CB2A9472,"Rims"
CB337741,"Brake"
CB40C7D2,"You countered {0:s}'s Turbo"
CB4B141B,"We are amongst them"
CB75881C,"Cyprus"
CB792678,"Shock Ram hit"
CB95C398,"Voice Over and Sound Design"
CB9D4CC1,"“Howling” feat. Cameron The Public"
CB9D4CC2,"Performed by Cole Plante"
CB9D4CC3,"Written by Cole Plante, Josef Plante, Matt Dzyacky and Cameron Rafati"
CB9D4CC4,"Published by Seven Peaks Music, 13 Rooms Colektiv Publishing, PGRM Limited (ASCAP), Copyright Control and The Sizar Star Ship Music Publishing Co."
CB9D4CC5,"Recording courtesy of Hollywood Records"
CBA6720C,"Escape a Pursuit with {0:s} or more Cops"
CBB71048,"LP 700-4"
CBB78609,"911 TURBO"
CBBEF41A,"Beginning my patrol run along Lagoon Trail"
CBBEF41B,"I am on Lagoon Trail and commencing sweep of the area."
CBBEF41C,"Starting my patrol sweep of Lagoon Trail"
CBE04F76,"Taking hits! My vehicle's shut down."
CBE04F77,"My electrics are scrambled. I've lost power."
CBE04F78,"I'm hit! Systems are down, I'm losing ground on the suspect"
CC08868B,"Pursuit underway of multiple 10-44s on Gullwing Drive. Requesting support from any backup units in the area."
CC08868C,"I'm in pursuit of multiple high speed vehicles on Gullwing Drive. All nearby units move in to support."
CC2072E8,"Porsche 911 Turbo"
CC39DADD,""
CC75AA96,"Driving in an {0:~} with {1:d} Friends"
CCA46941,"Banked your first score"
CCA9D343,"First National"
CCB21A2E,"\"
CCB339B4,"Evade {0:s} EMP locks"
CCB4499F,"BACKSPC"
CCBFB69A,"Huayra"
CCCDE064,"Racer has cleared the Roadblock. We're heading after them."
CCCDE065,"Suspect vehicle in sight. Disbanding Roadblock and entering pursuit."
CCD15A34,"Code 3 heading is along Grapevine Drive"
CCD15A35,"He's going for it down Grapevine Drive"
CCD7CFBC,"<content goes here>"
CD15D617,"The streets will be made safe again"
CD192FAA,"CHARGER SRT8"
CD310039,"I'm starting my patrol sweep along Pacific Woods."
CD31003A,"Beginning my patrol run along Pacific Woods."
CD31003B,"I am on Pacific Woods and commencing sweep of the area."
CD4C39E7,"C 63 AMG"
CD549757,"All units, 10-30 requested on Fork Tongue Trail. All units respond."
CD549758,"Unit on Fork Tongue Trail requesting immediate backup. All available units, respond to this call."
CD549759,"We have a unit requesting urgent backup on Fork Tongue Trail. Code 3 clearance for all available."
CD54D4A6,"458 ITALIA"
CD821C89,"Dodge Charger SRT8 ENF"
CD9AB16C,"Welcome to All Drive, a unique new way to experience Need for Speed™."
CD9AB16D,"All Drive allows you, your friends and other drivers to race and chase together, seamlessly, as you play through your Cop Assignments or Racer Speedlists."
CD9AB16E,"To find out who is in your world check the map or look out for them out on the road – some will be Cops, others will be Racers."
CD9AB16F,"You can route to other players by setting a waypoint to them on the map, through Easydrive, or by jumping straight to a nearby event from inside your garage."
CD9AB170,"AllDriving near another player will increase your speedpoints for everything you do; the bigger the group, the more your speedpoints will be increased."
CD9AB171,"All Drive also allows you to start events together, sharing any rewards and speedpoints you earn – simply pull up to the event start together and look out for the All Drive message."
CD9AB172,"You can also interact with your friends on the Need For Speed Network."
CD9AB173,"Download now to connect, compare, compete and interact with your friends via OverWatch. Time to hit the road…"
CDAACF45,"First or nothing"
CDAB3753,"ADD FRIEND?"
CDBDC185,"Ferrari 458 Italia ENF"
CDD340B7,"Your save data is damaged and will not be loaded. Choose ‘OK' to start a new game. Your corrupted Save Game will be overwritten on the next save. If you choose not to overwrite the corrupt Save Game, autosave will be disabled."
CDEE294E,"Drift corners collected"
CE049A91,"NUM COMMA"
CE300237,"Win {0:s}  Races at night"
CE43425B,"Sint Maarten"
CE4807B8,"<Add name here>"
CE9B2668,"Throttle"
CE9E9D79,"Members of {0:s} have joined the Rivalry. Compete with them in your Speedwalls for a limited time."
CEAEFC8A,"{0:s} Refilled {1:s}% of your nitrous"
CEAFA44F,"Unlocked via OverWatch"
CEB2182B,"I'm setting up a race on Riverside Drive. Form up if you're in."
CEB2182C,"I'm setting up an open challenge on Riverside Drive."
CEB2182D,"Open challenge on Riverside Drive for anyone who wants a race."
CEB2182E,"Heads up. Race about to start on Riverside Drive."
CEB2182F,"About to get a race underway on Riverside Drive."
CEBB6F4F,"The passwords you entered don't match."
CEC56503,"Dispatch, the suspect 10-44 just passed my position. This one's going down."
CEC56504,"Control, show me in pursuit of named suspect."
CEC56505,"Commencing pursuit of target Racer."
CEC6B990,"Officer reporting target vehicle has been immobilized."
CEC6B991,"Officer reporting suspect vehicle has been disabled. All units move in and detain."
CEC6B992,"Be advised, target 10-44 is wrecked. All units check MDCs and converge on position."
CEC6B993,"Officer reports spike strike successful. All units, converge on 10-44 and arrest target."
CEC6B994,"All units, be aware, target vehicle has been shut down. Move in to apprehend the target."
CEC760F5,"Lithuania"
CEDDF24F,"2ND"
CEF9BE11,"Sending the password reset email"
CEFFD955,"ALL DRIVE"
CF1945AB,"Enforcer"
CF33C52B,"FF"
CF3CB7F9,"Dispatch, target proving elusive. Requesting Roadblock."
CF3CB7FA,"Requesting Roadblock on current heading."
CF3CB7FB,"Control, I'm going to need a Roadblock to catch this rat."
CF3CB7FC,"Requesting Roadblock. This 10-44's going to take some stopping."
CF3CB7FD,"Control, request Roadblock to assist with suspect arrest."
